"ASVNumber","tax.Domain","tax.Supergroup","tax.Division","tax.Subdivision","tax.Class","tax.Order","tax.Family","tax.Genus","tax.Species","boot.Domain","boot.Supergroup","boot.Division","boot.Subdivision","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV_01214","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1C","MAST-1C_sp.",100,100,100,100,100,100,100,100,100
"ASV_01215","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01216","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,83,82,75,75,38,16,11,11
"ASV_01217","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,100,100,100,100,100,52,45,45
"ASV_01218","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Sulculeolaria","Sulculeolaria_quadrivalvis",100,100,100,100,100,100,100,82,82
"ASV_01219","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_fusiforme",100,100,100,100,100,95,95,95,67
"ASV_01220","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomastix","Thaumatomastix_sp.",100,100,100,100,100,100,100,100,100
"ASV_01221","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,98,98,98,95,95,95
"ASV_01222","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,99,99,99,49,49,49,48
"ASV_01223","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Pseudotontonia","Pseudotontonia_sp.",100,100,100,100,100,100,100,100,100
"ASV_01224","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-13","Dino-Group-II-Clade-13_X","Dino-Group-II-Clade-13_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01225","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,46,41,28,28
"ASV_01226","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_New_Choanos_8","Stephanoecidae_New_Choanos_8_X","Stephanoecidae_New_Choanos_8_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01227","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7A","MAST-7A_sp.",100,100,100,100,100,100,100,100,100
"ASV_01228","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01229","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Pseudochattonella","Pseudochattonella_sp.",100,100,100,100,100,100,100,73,59
"ASV_01230","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_01231","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,74,68,68
"ASV_01232","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Bacteriastrum","Bacteriastrum_elegans",100,100,100,100,100,100,100,100,100
"ASV_01233","Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Suctoria_X","Suctoria_XX","Suctoria_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01234","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidium","Strombidium_chlorophilum",100,100,100,100,100,100,98,97,78
"ASV_01235","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3_X","MAST-3_X_sp.",100,100,100,99,99,99,99,68,68
"ASV_01236","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-V","Dino-Group-V_X","Dino-Group-V_XX","Dino-Group-V_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01237","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_X","Ochromonadales_XX","Ochromonadales_XX_sp.",100,100,100,100,100,100,96,96,96
"ASV_01238","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,64,60,60
"ASV_01239","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1C","MAST-1C_sp.",100,100,100,100,100,100,100,100,100
"ASV_01240","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-V","Dino-Group-V_X","Dino-Group-V_XX","Dino-Group-V_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01241","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01242","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_D","Stephanoecidae_Group_D_X","Stephanoecidae_Group_D_X_sp.",100,100,100,100,100,100,95,95,95
"ASV_01243","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",100,100,100,100,100,91,91,91,91
"ASV_01244","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01245","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum",NA,100,100,100,100,100,59,59,59,42
"ASV_01246","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,97,97,97
"ASV_01247","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1A","MAST-1A_sp.",100,100,100,100,100,100,100,100,100
"ASV_01248","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.",100,99,99,99,99,99,99,99,99
"ASV_01249","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytriaceae_LAB17","Thraustochytriaceae_LAB17_sp.",100,100,100,100,100,100,100,100,100
"ASV_01250","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01251","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3B","MAST-3B_sp.",100,100,100,100,100,100,100,100,100
"ASV_01252","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,99,99,99,99,99
"ASV_01253","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_veneficum",100,100,100,100,100,69,67,66,60
"ASV_01254","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales",NA,NA,NA,100,100,100,100,100,59,46,46,45
"ASV_01255","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-17","Dino-Group-II-Clade-17_X","Dino-Group-II-Clade-17_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01256","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,40,35,34,30
"ASV_01257","Eukaryota","TSAR","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Astrosphaeridae","Heliosphaera","Heliosphaera_sp.",100,100,100,100,100,100,91,70,70
"ASV_01258","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01259","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-20","Dino-Group-II-Clade-20_X","Dino-Group-II-Clade-20_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01260","Eukaryota","TSAR","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Hexalonchidae","Stigmostylus","Stigmostylus_ferrusi",100,100,100,100,100,100,100,100,100
"ASV_01261","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Discotrichidae","NASSO_1","NASSO_1_sp.",100,100,100,100,100,100,100,100,100
"ASV_01262","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,100,45,39,18,18,16,16,8,8
"ASV_01263","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-9","MAST-9A","MAST-9A_sp.",100,100,100,100,100,100,100,100,100
"ASV_01264","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-7","MAST-7A","MAST-7A_sp.",100,100,100,100,100,100,100,100,100
"ASV_01265","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-8","MAST-8D","MAST-8D_sp.",100,100,100,100,100,100,100,100,100
"ASV_01266","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_01267","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Pseudotontonia","Pseudotontonia_sp.",100,100,100,100,100,100,100,98,98
"ASV_01268","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_jinhaense",100,100,100,100,100,100,100,100,89
"ASV_01269","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01270","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01271","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus",NA,100,100,100,100,100,100,100,97,42
"ASV_01272","Eukaryota","TSAR","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Pararosariidae","Pararosarium","Pararosarium_dinoexitiosum",100,100,100,100,100,100,100,100,100
"ASV_01273","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","OLIGO5","OLIGO5_X","OLIGO5_XX","OLIGO5_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01274","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01275","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,69,69,69
"ASV_01276","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_2","Acantharea_2b","Acantharea_2b_X","Acantharea_2b_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01277","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01278","Eukaryota","TSAR","Stramenopiles","Gyrista","Developea","Developea_X","Developea_XX","Developayella","Developayella_sp.",100,100,100,100,100,100,100,92,86
"ASV_01279","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia_cuspidata",100,100,100,100,100,100,100,98,75
"ASV_01280","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3J","MAST-3J_sp.",100,100,100,100,100,100,100,100,100
"ASV_01281","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes",NA,NA,NA,100,98,98,77,74,73,48,48,48
"ASV_01282","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-17","Dino-Group-II-Clade-17_X","Dino-Group-II-Clade-17_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01283","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Paracalanus","Paracalanus_parvus",100,100,100,100,100,100,100,100,100
"ASV_01284","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.",100,100,100,100,98,94,83,83,83
"ASV_01285","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,100,100,100,100,100,94,92,45,45
"ASV_01286","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Bathycoccaceae","Ostreococcus","Ostreococcus_mediterraneus",100,100,100,100,100,100,100,100,100
"ASV_01287","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae",NA,NA,100,100,100,100,100,78,52,24,15
"ASV_01288","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01289","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,38,38,38,38
"ASV_01290","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01291","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01292","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,29,29,29,29
"ASV_01293","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-38","Dino-Group-II-Clade-38_X","Dino-Group-II-Clade-38_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01294","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01295","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Florenciellales_X","Florenciellales_X_sp.",100,100,100,100,100,100,95,89,89
"ASV_01296","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Ulvophyceae","Ulvales-relatives","Ulvales-relatives_X","Dilabifilum","Dilabifilum_arthropyreniae",100,100,100,100,100,100,100,100,100
"ASV_01297","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,98,25,20,19,19,14,14,14,14
"ASV_01298","Eukaryota","TSAR","Alveolata","Ciliophora","CONTH_8","CONTH_8_X","CONTH_8_XX","CONTH_8_XXX","CONTH_8_XXX_sp.",100,100,100,100,68,68,68,68,68
"ASV_01299","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,81,81,81,80
"ASV_01300","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp.",100,84,84,74,70,68,68,68,68
"ASV_01301","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picomonadea","Picomonadida","Picomonadidae","Picomonas","Picomonas_sp.",100,100,100,100,100,97,97,97,59
"ASV_01302","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,91,88,88,87,87,25,12,12,12
"ASV_01303","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,95,26,24,24,24,24,24,24,14
"ASV_01304","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Ensiculifera","Ensiculifera_mexicana",100,100,100,100,100,88,81,51,51
"ASV_01305","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.",100,100,100,100,100,100,99,94,94
"ASV_01306","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4C","MAST-4C_sp.",100,100,100,100,100,100,100,100,100
"ASV_01307","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_australis",100,100,100,100,100,100,79,79,79
"ASV_01308","Eukaryota","TSAR","Alveolata","Perkinsea","Perkinsida","Perkinsida_X","Perkinsidae","Perkinsus","Perkinsus_qugwadi",100,99,98,96,96,96,96,96,83
"ASV_01309","Eukaryota","Archaeplastida","Rhodophyta","Eurhodophytina","Florideophyceae","Rhodymeniales","Rhodymeniales_X",NA,NA,100,100,100,100,100,100,100,31,31
"ASV_01310","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.",100,94,94,91,84,84,61,59,59
"ASV_01311","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karenia","Karenia_brevis",100,100,100,100,100,76,74,74,58
"ASV_01312","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia_seriata",100,100,100,100,100,100,100,100,58
"ASV_01313","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01314","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,100,100,100,100,100,73,73,45,20
"ASV_01315","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01316","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01317","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-17","Dino-Group-II-Clade-17_X","Dino-Group-II-Clade-17_X_sp.",100,100,100,100,100,100,97,97,97
"ASV_01318","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Wangodinium","Wangodinium_sinense",100,100,100,100,100,96,96,64,64
"ASV_01319","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium",NA,100,100,100,100,100,74,74,74,43
"ASV_01320","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Clade-EC2H","Chrysophyceae_Clade-EC2H_X","Chrysophyceae_Clade-EC2H_XX","Chrysophyceae_Clade-EC2H_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01321","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,46,46,46,46
"ASV_01322","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,53,53,53,53
"ASV_01323","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_4","Picozoa_subdivision_4_X","Picozoa_subdivision_4_XX","Picozoa_subdivision_4_XXX","Picozoa_subdivision_4_XXXX","Picozoa_subdivision_4_XXXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01324","Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Amphicorina","Amphicorina_mobilis",100,100,100,100,100,100,100,64,61
"ASV_01325","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01326","Eukaryota","TSAR","Rhizaria","Radiolaria","RAD-B","RAD-B_X","Taxopodida","Sticholonche","Sticholonche_sp.",100,100,100,100,100,100,100,100,100
"ASV_01327","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-5","Dino-Group-II-Clade-5_X","Dino-Group-II-Clade-5_X_sp.",100,98,98,97,92,92,56,56,56
"ASV_01328","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01329","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01330","Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Ephelotidae","Ephelota","Ephelota_gemmipara",100,100,100,100,100,100,100,100,100
"ASV_01331","Eukaryota","TSAR","Stramenopiles","Gyrista","MOCH-4","MOCH-4_X","MOCH-4_XX","MOCH-4_XXX","MOCH-4_XXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01332","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,99,30,28,26,25,25,25,25,25
"ASV_01333","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_danicus",100,100,100,100,100,100,100,100,99
"ASV_01334","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01335","Eukaryota","TSAR","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Chlorarachnida_XX","Chlorarachnida_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01336","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-25","Dino-Group-II-Clade-25_X","Dino-Group-II-Clade-25_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01337","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",100,100,100,100,100,84,84,84,84
